job_title,job_description,job_skill_1,job_skill_2,job_skill_3
Data Analyst,Manages product lifecycle and works with cross-functional teams.,Python,UX Research,Scrum
Marketing Specialist,Designs user interfaces and ensures optimal user experience.,Excel,Data Analysis,SQL
Software Engineer,Analyzes data to drive business decisions and strategies.,SEO,Agile,Scrum
Product Manager,Designs user interfaces and ensures optimal user experience.,Project Management,Java,Scrum
Product Manager,Analyzes data to drive business decisions and strategies.,SEO,Java,SQL
UX Designer,Analyzes data to drive business decisions and strategies.,Project Management,Agile,SQL
Data Analyst,Develops software applications using modern technologies.,Figma,SEM,SQL
UX Designer,Manages product lifecycle and works with cross-functional teams.,Figma,Java,Prototyping
UX Designer,Manages product lifecycle and works with cross-functional teams.,Python,UX Research,SQL
Product Manager,Manages product lifecycle and works with cross-functional teams.,Figma,Java,Prototyping
Product Manager,Analyzes data to drive business decisions and strategies.,Figma,Java,Content Strategy
Software Engineer,Analyzes data to drive business decisions and strategies.,Python,Agile,Scrum
UX Designer,Analyzes data to drive business decisions and strategies.,Project Management,Data Analysis,Prototyping
UX Designer,Manages product lifecycle and works with cross-functional teams.,Project Management,Java,Prototyping
Software Engineer,Develops software applications using modern technologies.,Excel,SEM,SQL
Software Engineer,Designs user interfaces and ensures optimal user experience.,Project Management,UX Research,SQL
Data Analyst,Plans and executes marketing campaigns across channels.,Figma,Data Analysis,SQL
Software Engineer,Plans and executes marketing campaigns across channels.,SEO,UX Research,Content Strategy
Data Analyst,Manages product lifecycle and works with cross-functional teams.,Python,SEM,Prototyping
Product Manager,Analyzes data to drive business decisions and strategies.,Figma,SEM,Scrum
UX Designer,Plans and executes marketing campaigns across channels.,SEO,SEM,Content Strategy
UX Designer,Plans and executes marketing campaigns across channels.,SEO,Data Analysis,Scrum
Data Analyst,Designs user interfaces and ensures optimal user experience.,Excel,Data Analysis,Prototyping
Product Manager,Develops software applications using modern technologies.,SEO,Agile,Scrum
UX Designer,Analyzes data to drive business decisions and strategies.,Excel,Data Analysis,Prototyping
Software Engineer,Analyzes data to drive business decisions and strategies.,Figma,SEM,SQL
Software Engineer,Designs user interfaces and ensures optimal user experience.,Python,Java,SQL
UX Designer,Designs user interfaces and ensures optimal user experience.,Python,Agile,SQL
Software Engineer,Plans and executes marketing campaigns across channels.,SEO,Data Analysis,Prototyping
Software Engineer,Manages product lifecycle and works with cross-functional teams.,Figma,Data Analysis,Scrum
Software Engineer,Develops software applications using modern technologies.,Project Management,Java,Prototyping
Software Engineer,Develops software applications using modern technologies.,Python,UX Research,Content Strategy
Data Analyst,Designs user interfaces and ensures optimal user experience.,Project Management,Data Analysis,Prototyping
Marketing Specialist,Designs user interfaces and ensures optimal user experience.,Project Management,Java,SQL
Data Analyst,Designs user interfaces and ensures optimal user experience.,Figma,UX Research,Prototyping
Product Manager,Develops software applications using modern technologies.,Python,Data Analysis,Scrum
Software Engineer,Manages product lifecycle and works with cross-functional teams.,Python,Java,SQL
Product Manager,Develops software applications using modern technologies.,Excel,Data Analysis,SQL
Marketing Specialist,Analyzes data to drive business decisions and strategies.,SEO,Java,SQL
Marketing Specialist,Analyzes data to drive business decisions and strategies.,Python,Data Analysis,Content Strategy
Product Manager,Manages product lifecycle and works with cross-functional teams.,SEO,UX Research,Content Strategy
Marketing Specialist,Develops software applications using modern technologies.,SEO,UX Research,Prototyping
Data Analyst,Plans and executes marketing campaigns across channels.,Excel,Java,SQL
Product Manager,Designs user interfaces and ensures optimal user experience.,Python,Agile,Scrum
Software Engineer,Develops software applications using modern technologies.,Project Management,Data Analysis,Prototyping
UX Designer,Plans and executes marketing campaigns across channels.,Figma,Data Analysis,Prototyping
UX Designer,Analyzes data to drive business decisions and strategies.,SEO,UX Research,SQL
UX Designer,Manages product lifecycle and works with cross-functional teams.,Excel,Data Analysis,Prototyping
Data Analyst,Analyzes data to drive business decisions and strategies.,Python,Java,SQL
Product Manager,Develops software applications using modern technologies.,Project Management,Agile,Scrum
UX Designer,Manages product lifecycle and works with cross-functional teams.,SEO,Agile,Prototyping
Marketing Specialist,Plans and executes marketing campaigns across channels.,Excel,UX Research,SQL
Software Engineer,Designs user interfaces and ensures optimal user experience.,Python,Java,Prototyping
UX Designer,Designs user interfaces and ensures optimal user experience.,SEO,Agile,Scrum
Data Analyst,Analyzes data to drive business decisions and strategies.,Excel,SEM,Prototyping
Data Analyst,Develops software applications using modern technologies.,Excel,Data Analysis,Content Strategy
UX Designer,Develops software applications using modern technologies.,Project Management,Agile,SQL
UX Designer,Develops software applications using modern technologies.,Project Management,UX Research,Prototyping
Product Manager,Manages product lifecycle and works with cross-functional teams.,Project Management,UX Research,SQL
UX Designer,Manages product lifecycle and works with cross-functional teams.,Python,SEM,Content Strategy
Data Analyst,Plans and executes marketing campaigns across channels.,Figma,Data Analysis,Prototyping
UX Designer,Manages product lifecycle and works with cross-functional teams.,Python,SEM,SQL
Product Manager,Analyzes data to drive business decisions and strategies.,SEO,Data Analysis,SQL
Software Engineer,Designs user interfaces and ensures optimal user experience.,Python,Agile,Content Strategy
Marketing Specialist,Analyzes data to drive business decisions and strategies.,Project Management,Data Analysis,SQL
Data Analyst,Develops software applications using modern technologies.,Excel,Java,SQL
Software Engineer,Analyzes data to drive business decisions and strategies.,SEO,Java,Prototyping
Marketing Specialist,Manages product lifecycle and works with cross-functional teams.,SEO,Java,Content Strategy
Marketing Specialist,Plans and executes marketing campaigns across channels.,SEO,Data Analysis,Prototyping
Marketing Specialist,Develops software applications using modern technologies.,Figma,Java,Prototyping
Marketing Specialist,Plans and executes marketing campaigns across channels.,Project Management,Data Analysis,SQL
UX Designer,Develops software applications using modern technologies.,SEO,Data Analysis,Content Strategy
Software Engineer,Designs user interfaces and ensures optimal user experience.,Python,Data Analysis,Content Strategy
Product Manager,Develops software applications using modern technologies.,Project Management,UX Research,Prototyping
Marketing Specialist,Manages product lifecycle and works with cross-functional teams.,Figma,UX Research,SQL
Software Engineer,Designs user interfaces and ensures optimal user experience.,Excel,Data Analysis,SQL
Marketing Specialist,Manages product lifecycle and works with cross-functional teams.,Excel,Java,Scrum
Marketing Specialist,Analyzes data to drive business decisions and strategies.,Project Management,Data Analysis,Prototyping
Data Analyst,Develops software applications using modern technologies.,SEO,Agile,Prototyping
UX Designer,Analyzes data to drive business decisions and strategies.,Figma,SEM,Content Strategy
Software Engineer,Analyzes data to drive business decisions and strategies.,Figma,UX Research,SQL
UX Designer,Analyzes data to drive business decisions and strategies.,SEO,Agile,SQL
UX Designer,Manages product lifecycle and works with cross-functional teams.,Project Management,Data Analysis,SQL
Software Engineer,Manages product lifecycle and works with cross-functional teams.,SEO,Agile,Scrum
Software Engineer,Designs user interfaces and ensures optimal user experience.,SEO,Agile,SQL
Data Analyst,Designs user interfaces and ensures optimal user experience.,Excel,UX Research,SQL
Data Analyst,Analyzes data to drive business decisions and strategies.,Python,Agile,SQL
Product Manager,Develops software applications using modern technologies.,Project Management,UX Research,SQL
Marketing Specialist,Develops software applications using modern technologies.,Project Management,SEM,SQL
Software Engineer,Plans and executes marketing campaigns across channels.,Figma,Data Analysis,Prototyping
UX Designer,Analyzes data to drive business decisions and strategies.,Figma,Data Analysis,SQL
Data Analyst,Develops software applications using modern technologies.,Figma,Data Analysis,SQL
Data Analyst,Manages product lifecycle and works with cross-functional teams.,Figma,Data Analysis,Scrum
